Feature,Mean Difference,Paired t-test p,Wilcoxon p,Notes
all_lemma_construction_attested,-0.23091022549222578,0.0034862257962102153,0.015015428690463477,Significant (higher in literal) but small effect
all_av_lemma_freq_stdev,0.059795548474843294,0.4298598121957188,0.3033985813551512,Not significant
all_av_construction_freq_stdev,-0.24671277310229797,0.0020700498264182173,0.002131177317581163,Significant (higher in literal) but small effect
all_av_lemma_construction_freq_stdev,0.16969776154612054,0.029275706638469644,0.018791277523103726,Significant (higher in metaphorical) but small effect
all_av_approx_collexeme_stdev,-0.1875984465853462,0.024862863275423818,0.0022906029489649232,Significant (higher in literal) but small effect
all_av_faith_verb_cue_stdev,-0.24129797580763268,0.002264637665795208,0.0008773150508972178,Significant (higher in literal) but small effect
all_av_faith_const_cue_stdev,-0.13972147614137606,0.09564762837115234,0.009356290374991411,Significant (higher in literal) but small effect
all_av_delta_p_verb_cue_stdev,-0.25473347192555845,0.0016773947562424888,0.0007433228634820204,Significant (higher in literal) but small effect
all_av_delta_p_const_cue_stdev,-0.13888489290427722,0.0978232429803,0.010197782806436479,Significant (higher in literal) but small effect
acad_av_lemma_freq_stdev,0.08273034703976448,0.27167525550179394,0.18611452990598776,Not significant
acad_av_construction_freq_stdev,-0.2637759706637992,0.0009071633497064511,0.0007042167133552851,Significant (higher in literal) but small effect
acad_av_lemma_construction_freq_stdev,0.13649377277768743,0.0849676904568017,0.03787221956074705,Significant (higher in metaphorical) but small effect
acad_av_approx_collexeme_stdev,-0.170628390673188,0.04352810433046194,0.0019154064267242385,Significant (higher in literal) but small effect
acad_av_faith_verb_cue_stdev,-0.2727466732112912,0.0004241781391424487,9.552950874486617e-05,Significant (higher in literal) but small effect
acad_av_faith_const_cue_stdev,-0.15234087190442402,0.06819989061667624,0.02830555252464894,Significant (higher in literal) but small effect
acad_av_delta_p_verb_cue_stdev,-0.2985793781808772,0.00021056513253397662,0.00015886687987107652,Significant (higher in literal) but small effect
acad_av_delta_p_const_cue_stdev,-0.1593319425488906,0.05517688991672333,0.032107574672515356,Significant (higher in literal) but small effect
news_av_lemma_freq_stdev,0.05730890356174681,0.44941321967987113,0.32216559088302454,Not significant
news_av_construction_freq_stdev,-0.23159564325998994,0.0038700666083755428,0.004611203636194865,Significant (higher in literal) but small effect
news_av_lemma_construction_freq_stdev,0.19992212933118125,0.00964508341816226,0.008209996111731064,Significant (higher in metaphorical) but small effect
news_av_approx_collexeme_stdev,-0.23999504031463118,0.00338856952935309,0.0006131334069923459,Significant (higher in literal) but small effect
news_av_faith_verb_cue_stdev,-0.21118389796629225,0.00921430883318893,0.002964429641856761,Significant (higher in literal) but small effect
news_av_faith_const_cue_stdev,-0.18888914809402635,0.019674554456845423,0.008871127899969636,Significant (higher in literal) but small effect
news_av_delta_p_verb_cue_stdev,-0.23318357707641568,0.004764831858084708,0.0012498135574351837,Significant (higher in literal) but small effect
news_av_delta_p_const_cue_stdev,-0.18414464264518776,0.0224731629108302,0.010138337561762458,Significant (higher in literal) but small effect
mag_av_lemma_freq_stdev,0.06223426951204706,0.41157847354530286,0.2905794937249232,Not significant
mag_av_construction_freq_stdev,-0.2504337508636776,0.0017328870447890067,0.0016122773023603983,Significant (higher in literal) but small effect
mag_av_lemma_construction_freq_stdev,0.17622105513816766,0.023957545470080863,0.01743873717209391,Significant (higher in metaphorical) but small effect
mag_av_approx_collexeme_stdev,-0.19248099400490365,0.02127014063678355,0.0017965910721007613,Significant (higher in literal) but small effect
mag_av_faith_verb_cue_stdev,-0.21735548682009798,0.005898603070186639,0.0015039041964909348,Significant (higher in literal) but small effect
mag_av_faith_const_cue_stdev,-0.16982206485309492,0.0400055759833401,0.0031042084511289742,Significant (higher in literal) but small effect
mag_av_delta_p_verb_cue_stdev,-0.22681695668246815,0.005234712001345631,0.001496923528699218,Significant (higher in literal) but small effect
mag_av_delta_p_const_cue_stdev,-0.16972027555402186,0.03890180496645997,0.0037901662128727058,Significant (higher in literal) but small effect
fic_av_lemma_freq_stdev,0.05130207682170533,0.49929661875581277,0.35031158247667904,Not significant
fic_av_construction_freq_stdev,-0.2064964146676804,0.012107566041763327,0.020380567762942607,Significant (higher in literal) but small effect
fic_av_lemma_construction_freq_stdev,0.13167464154454894,0.09328706425099406,0.059587328948134226,Not significant
fic_av_approx_collexeme_stdev,-0.23034504129016606,0.005923749676240951,0.0002658456481185532,Significant (higher in literal) but small effect
fic_av_faith_verb_cue_stdev,-0.16938136862473424,0.033500842896015244,0.019378462010122874,Significant (higher in literal) but small effect
fic_av_faith_const_cue_stdev,-0.16412404363045904,0.051408644780917695,0.003956419055726223,Significant (higher in literal) but small effect
fic_av_delta_p_verb_cue_stdev,-0.18508414798642364,0.021786062755450177,0.01149779004268532,Significant (higher in literal) but small effect
fic_av_delta_p_const_cue_stdev,-0.1658293084052,0.04698888615565102,0.004236237754588442,Significant (higher in literal) but small effect
all_av_lemma_freq_log_stdev,0.059795548474843294,0.4298598121957188,0.3033985813551512,Not significant
all_av_construction_freq_log_stdev,-0.24671277310229797,0.0020700498264182173,0.002131177317581163,Significant (higher in literal) but small effect
all_av_lemma_construction_freq_log_stdev,0.16969776154612054,0.029275706638469644,0.018791277523103726,Significant (higher in metaphorical) but small effect
acad_av_lemma_freq_log_stdev,0.08273034703976448,0.27167525550179394,0.18611452990598776,Not significant
acad_av_construction_freq_log_stdev,-0.2637759706637992,0.0009071633497064511,0.0007042167133552851,Significant (higher in literal) but small effect
acad_av_lemma_construction_freq_log_stdev,0.13649377277768743,0.0849676904568017,0.03787221956074705,Significant (higher in metaphorical) but small effect
news_av_lemma_freq_log_stdev,0.05730890356174681,0.44941321967987113,0.32216559088302454,Not significant
news_av_construction_freq_log_stdev,-0.23159564325998994,0.0038700666083755428,0.004611203636194865,Significant (higher in literal) but small effect
news_av_lemma_construction_freq_log_stdev,0.19992212933118125,0.00964508341816226,0.008209996111731064,Significant (higher in metaphorical) but small effect
mag_av_lemma_freq_log_stdev,0.06223426951204706,0.41157847354530286,0.2905794937249232,Not significant
mag_av_construction_freq_log_stdev,-0.2504337508636776,0.0017328870447890067,0.0016122773023603983,Significant (higher in literal) but small effect
mag_av_lemma_construction_freq_log_stdev,0.17622105513816766,0.023957545470080863,0.01743873717209391,Significant (higher in metaphorical) but small effect
fic_av_lemma_freq_log_stdev,0.05130207682170533,0.49929661875581277,0.35031158247667904,Not significant
fic_av_construction_freq_log_stdev,-0.2064964146676804,0.012107566041763327,0.020380567762942607,Significant (higher in literal) but small effect
fic_av_lemma_construction_freq_log_stdev,0.13167464154454894,0.09328706425099406,0.059587328948134226,Not significant
